DATE,TIME,ITEM,PROG,MINUTS,SECONDS
2021-09-13,06:25:43,2CSH10196_0071,TFV5,184,37.63600042
2021-09-13,07:43:43,2CSH10196_0071,TFV6,74,17.86399992
2021-09-13,08:20:09,2CSH10196_0071,TFVI3,25,51.70399999
2021-09-13,11:58:11,2CSH10196_0071,TFV7,105,43.71999988
2021-09-13,14:09:50,2CSH10196_0071,TFV8,79,40.61199991
2021-09-13,16:46:13,2CSH10196_0071,TFVI4,30,6.483999985
2021-09-13,18:19:02,2CSH10196_0071,TFV9,85,11.69599991
2021-09-13,19:50:11,2CSH10196_0071,TFV10,80,24.16399991
2021-09-13,23:20:52,2CSH10196_0071,TFV11,172,25.98000027
2021-09-13,23:51:45,2CSH10196_0071,TFV12,9,25.74
2021-09-14,00:40:50,2CSH10196_0071,TFVI5,28,40.15999999
2021-09-14,00:41:42,2CSH10196_0071,CANCEL,0,0.464
2021-09-14,01:32:36,2CSH10196_0071,TFV1,7,50.944
2021-09-14,01:59:35,2CSH10196_0071,MEAS,5,57.512
2021-09-14,02:54:19,2CSH10196_0071,RAW,22,21.372
2021-09-14,04:32:14,2CSH10196_0071,TFV2,66,17.95599993
2021-09-14,06:36:26,2CSH10196_0071,TFV3,122,51.96399985
2021-09-14,07:57:04,2CSH10196_0071,TFVI2,12,38.24
2021-09-14,08:00:22,2CSH10196_0071,ADD,0,0.476
2021-09-14,08:52:04,2CSH10196_0071,TFV4,51,28.99599995
2021-09-14,12:00:49,2CSH10196_0071,TFV5,184,37.48800042
2021-09-14,13:43:13,2CSH10196_0071,TFV6,74,16.86799992
2021-09-14,14:15:54,2CSH10196_0071,TFVI3,25,50.86399999
2021-09-14,16:40:49,2CSH10196_0071,TFV7,105,44.70399988
2021-09-14,18:00:40,2CSH10196_0071,TFV8,79,35.29999991
2021-09-14,19:01:35,2CSH10196_0071,TFVI4,30,8.519999985
2021-09-14,20:29:22,2CSH10196_0071,TFV9,85,10.87999991
2021-09-14,21:53:16,2CSH10196_0071,TFV10,80,25.30799991
2021-09-15,00:57:15,2CSH10196_0071,TFV11,172,25.02400027
2021-09-15,01:14:02,2CSH10196_0071,TFV12,9,26.144
2021-09-15,01:55:55,2CSH10196_0071,TFVI5,28,21.15599999
2021-09-15,01:57:48,2CSH10196_0071,CANCEL,0,0.476
2021-09-29,08:46:35,CALIBRATION_T99,MPF,1,9.44
2021-09-29,08:53:14,CALIBRATION_T99,MPF,1,8.564
2021-09-29,09:33:21,CALIBRATION_T99,MPF,1,7.8
2021-09-29,10:11:12,CALIBRATION_T99,MPF,1,9.148
2021-09-29,11:00:22,CALIBRATION_T99,MPF,1,10.54
2021-09-29,11:09:20,CALIBRATION_T99,MPF,1,9.336
2021-09-29,12:12:51,CALIBRATION_T99,MPF,1,7.612
2021-09-29,21:02:10,5X_HEAD,CHECK,62,1.96799994
2021-09-29,22:25:39,PRB_CAL,5X,75,44.53999992
2021-09-29,23:31:06,5X_HEAD,CHECK,61,28.07599994
2021-09-30,09:03:41,OML_CHECK,MPF,13,29.58
2021-09-30,13:09:45,PRB_CAL,629,3,15.912
2021-09-30,15:08:22,PRB_CAL,2CSH629-0007,3,14.26
2021-10-03,10:38:32,2CSH00629_0007,TFV1,12,57.928
2021-10-03,11:26:15,2CSH00629_0007,TFVI1,15,2.420000003
2021-10-03,11:39:44,2CSH00629_0007,TFV2,6,34.848
2021-10-03,13:27:54,2CSH00629_0007,TFV3,25,55.80399999
2021-10-03,13:53:34,2CSH00629_0007,TFVI2,10,51.66
2021-10-03,14:25:09,2CSH00629_0007,TFVI2,10,35.664
2021-10-03,14:38:27,2CSH00629_0007,TFVI2,10,17.684
2021-10-03,15:14:08,2CSH00629_0007,TFVI2,10,43.632
2021-10-03,17:26:31,2CSH00629_0007,TFV1,61,19.54399994
2021-10-03,17:49:59,2CSH00629_0007,TFVI1,14,57.692
2021-10-03,17:58:25,2CSH00629_0007,TFV2,6,27.408
2021-10-03,18:36:46,2CSH00629_0007,TFV3,25,41.91999999
2021-10-03,18:57:57,2CSH00629_0007,TFVI2,10,50.324
2021-10-03,20:22:14,2CSH00629_0007,TFV1,61,37.28399994
2021-10-03,20:42:12,2CSH00629_0007,TFVI1,14,56.14
2021-10-03,20:49:44,2CSH00629_0007,TFV2,6,27.156
2021-10-03,21:19:45,2CSH00629_0007,TFV3,25,35.27199999
2021-10-03,21:34:02,2CSH00629_0007,TFVI2,10,52.096
2021-10-03,22:44:20,2CSH00629_0007,TFV1,61,43.31599994
2021-10-04,00:06:12,2CSH00629_0007,TFVI1,19,43.344
2021-10-04,00:13:06,2CSH00629_0007,TFV2,6,27.156
2021-10-04,00:48:38,2CSH00629_0007,TFV3,25,28.71199999
2021-10-04,02:07:58,2CSH00629_0007,TFVI2,11,17.256
2021-10-04,03:26:29,2CSH00629_0007,TFV1,61,29.18399994
2021-10-04,03:49:32,2CSH00629_0007,TFVI1,15,8.420000003
2021-10-04,04:00:15,2CSH00629_0007,TFV2,6,26.844
2021-10-04,04:28:48,2CSH00629_0007,TFV3,25,29.55999999
2021-10-04,05:48:57,2CSH00629_0007,TFVI2,10,53.464
2021-10-04,07:04:40,2CSH00629_0007,TFV1,61,19.85999994
2021-10-04,08:02:46,2CSH00629_0007,TFVI1,15,0.4680000028
2021-10-04,08:11:29,2CSH00629_0007,TFV2,6,30.88
2021-10-04,08:42:20,2CSH00629_0007,TFV3,25,35.75599999
2021-10-04,08:59:27,2CSH00629_0007,TFVI2,10,47.18
2021-10-04,16:17:21,2CSH00629_0007,TFC1,52,45.25199995
2021-10-04,16:28:15,2CSH00629_0007,TFCI1,7,57.004
2021-10-06,11:42:54,2CSH00629_0007,TFC1,52,47.12399995
2021-10-06,12:24:40,2CSH00629_0007,TFCI1,8,2.220000001
2021-10-06,18:38:35,2CSH00629_0007,TFC1,52,53.38799995
2021-10-06,19:09:13,2CSH00629_0007,TFCI1,7,54.492
2021-10-06,20:07:41,2CSH00629_0007,TFC1,52,47.83199995
2021-10-06,20:18:03,2CSH00629_0007,TFCI1,7,52.34
2021-10-06,21:17:38,2CSH00629_0007,TFC1,52,48.15199995
2021-10-06,21:37:19,2CSH00629_0007,TFCI1,7,58.872
2021-10-06,22:42:59,2CSH00629_0007,TFC1,52,25.55999995
2021-10-07,00:32:32,2CSH00629_0007,TFCI1,8,16.692
2021-10-07,02:59:44,2CSH00629_0007,TFV1,61,42.02799994
2021-10-07,03:26:49,2CSH00629_0007,TFVI1,15,12.172
2021-10-07,03:49:51,2CSH00629_0007,TFV2,6,31.628
2021-10-07,06:38:58,2CSH00629_0007,TFV3,25,35.67999999
2021-10-07,19:07:10,2CSH00629_0007,TFVI2,10,54.696
2021-10-07,20:24:40,2CSH00629_0007,TFV1,61,41.77199994
2021-10-07,20:43:28,2CSH00629_0007,TFVI1,14,57.296
2021-10-07,20:51:37,2CSH00629_0007,TFV2,6,27.388
2021-10-07,21:19:52,2CSH00629_0007,TFV3,25,28.86399999
2021-10-07,21:34:43,2CSH00629_0007,TFVI2,11,4.108000002
2021-10-07,22:45:37,2CSH00629_0007,TFV1,61,43.11599994
2021-10-08,07:35:38,2CSH00629_0007,TFVI1,15,2.616000003
2021-10-08,07:47:27,2CSH00629_0007,TFV2,6,31.2
2021-10-08,08:15:27,2CSH00629_0007,TFV3,25,35.88799999
2021-10-08,08:28:59,2CSH00629_0007,TFVI2,10,47.264
2021-10-08,09:52:32,2CSH00629_0007,TFV1,61,25.45999994
2021-10-08,10:10:52,2CSH00629_0007,TFVI1,15,6.564000003
2021-10-08,10:17:44,2CSH00629_0007,TFV2,6,30.604
2021-10-08,10:46:17,2CSH00629_0007,TFV3,25,35.67599999
2021-10-08,10:59:49,2CSH00629_0007,TFVI2,11,2.836000002
2021-10-08,12:08:20,2CSH00629_0007,TFV1,61,42.87999994
2021-10-08,12:27:21,2CSH00629_0007,TFVI1,15,18.536
2021-10-10,00:45:14,2CSH00629_0007,TFV2,6,54.46
2021-10-10,01:13:37,2CSH00629_0007,TFV3,25,35.39199999
2021-10-10,01:44:51,2CSH00629_0007,TFVI2,11,13.672
2021-10-10,02:57:28,2CSH00629_0007,TFC1,52,34.41599995
2021-10-10,03:07:59,2CSH00629_0007,TFCI1,8,4.540000001
2021-10-10,04:08:08,2CSH00629_0007,TFC1,52,47.03999995
2021-10-10,04:18:44,2CSH00629_0007,TFCI1,8,4.992000001
2021-10-10,05:21:42,2CSH00629_0007,TFC1,52,48.39199995
2021-10-10,05:32:10,2CSH00629_0007,TFCI1,8,1.116000001
2021-10-10,06:45:23,2CSH00629_0007,TFC1,57,40.35999995
2021-10-10,07:38:31,2CSH00629_0007,TFCI1,7,56.852
2021-10-10,08:43:10,2CSH00629_0007,TFC1,52,49.05999995
2021-10-10,09:00:21,2CSH00629_0007,TFCI1,8,2.808000001
2021-10-10,17:20:53,PRB_CAL,5X,75,58.60799992
2021-10-10,18:32:49,5X_HEAD,CHECK,61,26.69999994
2021-10-10,19:14:44,PRB_CAL,2CSH629-0007,3,33.152
2021-10-10,21:43:59,2CSH00629_0007,TFV1,61,46.93999994
2021-10-10,22:30:57,2CSH00629_0007,TFVI1,15,11.864
2021-10-10,22:41:27,2CSH00629_0007,TFV2,6,31.64
2021-10-11,00:23:58,2CSH00629_0007,TFV3,25,36.79599999
2021-10-11,00:42:53,2CSH00629_0007,TFVI2,11,12.556
2021-10-11,01:51:58,2CSH00629_0007,TFV1,61,44.51199994
2021-10-11,02:10:54,2CSH00629_0007,TFVI1,15,2.092000003
2021-10-11,02:18:15,2CSH00629_0007,TFV2,6,31.46
2021-10-11,02:47:40,2CSH00629_0007,TFV3,25,36.41599999
2021-10-11,03:03:29,2CSH00629_0007,TFVI2,10,48.96
2021-10-11,04:28:29,2CSH00629_0007,TFC1,52,34.63999995
2021-10-11,04:43:07,2CSH00629_0007,TFCI1,8,2.228000001
2021-10-11,05:42:14,2CSH00629_0007,TFC1,52,46.57599995
2021-10-11,06:07:38,2CSH00629_0007,TFCI1,8,5.992000001
2021-10-11,08:35:03,2CSJ10500_0007,TFV,2,35.46
2021-10-11,08:44:29,PRB_CAL,500,1,58.168
2021-10-11,11:30:23,2CSJ10500_0007,TFV,2,51.296
2021-10-11,11:50:04,2CSH10500_0007,TFV1,17,4.596000003
2021-10-11,13:35:42,2CSH10500_0007,TFV2,98,11.48799989
2021-10-11,14:00:22,2CSH10500_0007,TFVI1,18,16.716
2021-10-11,14:37:41,2CSH10500_0007,TFV3,35,42.10399998
2021-10-11,15:37:24,2CSH10500_0007,TFV4,52,29.71599995
2021-10-11,16:17:22,2CSH10500_0007,TFVI2,11,11.604
2021-10-11,16:47:51,2CSH10500_0007,TFV1,17,31.6
2021-10-11,18:41:22,2CSH10500_0007,TFV2,98,15.03599989
2021-10-11,19:23:47,2CSH10500_0007,TFVI1,18,12.176
2021-10-11,20:02:04,2CSH10500_0007,TFV3,35,43.93999998
2021-10-11,21:05:56,2CSH10500_0007,TFV4,52,31.57999995
2021-10-11,21:51:12,2CSH10500_0007,TFVI2,11,12.372
2021-10-11,22:18:45,2CSH10500_0007,TFV1,17,29.944
2021-10-12,00:07:09,2CSH10500_0007,TFV2,99,43.45999989
2021-10-12,00:33:42,2CSH10500_0007,TFVI1,18,22.02
2021-10-12,01:09:57,2CSH10500_0007,TFV3,35,43.63599998
2021-10-12,02:06:08,2CSH10500_0007,TFV4,52,29.59999995
2021-10-12,02:20:34,2CSH10500_0007,TFVI2,11,11.276
2021-10-12,02:50:43,2CSH10500_0007,TFV1,17,28.6
2021-10-12,07:06:21,2CSH10500_0007,TFV2,97,56.21999989
2021-10-12,07:55:26,2CSH10500_0007,TFVI1,18,19.056
2021-10-12,08:32:33,2CSH10500_0007,TFV3,35,39.98399998
2021-10-12,09:29:22,2CSH10500_0007,TFV4,52,29.44399995
2021-10-12,09:48:50,2CSH10500_0007,TFVI2,12,29.192
2021-10-12,10:20:42,2CSH10500_0007,TFV1,17,21.3
2021-10-12,12:03:02,2CSH10500_0007,TFV2,98,15.96799989
2021-10-12,12:29:04,2CSH10500_0007,TFVI1,18,21.26
2021-10-12,13:05:14,2CSH10500_0007,TFV3,35,40.36799998
2021-10-12,14:02:04,2CSH10500_0007,TFV4,52,30.16799995
2021-10-12,14:19:19,2CSH10500_0007,TFVI2,11,9.260000002
2021-10-12,14:40:12,2CSH10500_0007,TFV1,17,28.092
2021-10-12,16:21:16,2CSH10500_0007,TFV2,98,17.87999989
2021-10-12,16:51:48,2CSH10500_0007,TFVI1,18,35.668
2021-10-12,17:33:01,2CSH10500_0007,TFV3,35,44.41999998
2021-10-12,18:34:16,2CSH10500_0007,TFV4,52,18.02399995
2021-10-12,19:23:37,2CSH10500_0007,TFVI2,11,15.472
2021-10-12,19:57:44,2CSH10500_0007,TFV1,17,30.972
2021-10-12,21:44:32,2CSH10500_0007,TFV2,98,19.02399989
2021-10-12,23:11:14,2CSH10500_0007,TFVI1,18,24.748
2021-10-13,00:38:48,2CSH10500_0007,TFV3,35,44.19599998
2021-10-13,01:40:50,2CSH10500_0007,TFV4,52,30.79999995
2021-10-13,01:57:33,2CSH10500_0007,TFVI2,11,16.476
2021-10-13,02:19:09,2CSH10500_0007,TFV1,15,35.548
2021-10-13,04:02:49,2CSH10500_0007,TFV2,97,57.11999989
2021-10-13,04:25:18,2CSH10500_0007,TFVI1,18,25.48
2021-10-13,05:02:03,2CSH10500_0007,TFV3,35,43.67599998
2021-10-13,06:46:02,2CSH10500_0007,TFV4,52,29.75199995
2021-10-13,07:54:14,2CSH10500_0007,TFVI2,11,11.292
2021-10-13,10:00:44,CALIBRATION_T99,MPF,1,9.512
2021-10-13,10:50:18,PRB_CAL,10196,3,51.584
2021-10-13,10:55:24,PRB_CAL,10196,4,48.744
2021-10-13,10:59:42,PRB_CAL,10196,3,52.74
2021-10-13,11:33:17,PRB_CAL,10196,33,10.81199998
2021-10-13,11:57:11,PRB_CAL,0071,22,32.112
2021-10-13,12:37:18,OML_CHECK,MPF,14,14.64
2021-10-13,12:54:05,2CSH10196_0071,MEAS,5,59.252
2021-10-13,13:31:29,2CSH10196_0071,TFV,4,7.696
2021-10-13,13:58:24,2CSH10196_0071,FIX,26,25.07999999
2021-10-13,14:13:01,2CSH10196_0071,TFV1,8,10.916
2021-10-13,14:54:02,2CSH10196_0071,RAW,22,6.403999996
2021-10-13,16:09:57,2CSH10196_0071,TFV2,66,40.04399993
2021-10-13,18:25:29,2CSH10196_0071,TFV3,125,43.43599985
2021-10-13,19:00:50,2CSH10196_0071,TFVI2,12,16.46
2021-10-13,19:19:14,2CSH10196_0071,ADD,0,0.488
2021-10-13,20:11:20,2CSH10196_0071,TFV4,51,32.43199995
2021-10-13,23:22:19,2CSH10196_0071,TFV5,185,51.55600044
2021-10-14,00:52:38,2CSH10196_0071,TFV6,75,8.443999921
2021-10-14,01:43:59,2CSH10196_0071,TFVI3,25,25.17599999
2021-10-14,10:25:34,2CSH10196_0071,TFV7,105,43.37999988
2021-10-14,12:25:33,2CSH10196_0071,TFV8,79,40.58399991
2021-10-14,13:11:03,2CSH10196_0071,TFVI4,30,4.871999985
2021-10-14,14:41:19,2CSH10196_0071,TFV9,85,12.62399991
2021-10-14,16:04:45,2CSH10196_0071,TFV10,80,27.07599991
2021-10-14,19:31:01,2CSH10196_0071,TFV11,172,51.84400028
2021-10-14,19:44:21,2CSH10196_0071,TFV12,9,31.012
2021-10-14,20:37:46,2CSH10196_0071,TFVI5,27,57.23999999
2021-10-14,20:54:36,2CSH10196_0071,CANCEL,0,0.464
2021-10-14,21:45:23,2CSH10196_0071,TFV1,8,11.048
2021-10-14,23:50:56,2CSH10196_0071,RAW,22,21.792
2021-10-15,00:09:29,2CSH10196_0071,MEAS,4,43.924
2021-10-15,01:16:49,2CSH10196_0071,TFV2,66,41.75999993
2021-10-15,03:20:29,2CSH10196_0071,TFV3,122,56.94399985
2021-10-15,03:41:54,2CSH10196_0071,TFVI2,12,17.836
2021-10-15,03:42:12,2CSH10196_0071,ADD,0,0.452
2021-10-15,03:42:15,2CSH10196_0071,ADD,0,0.464
2021-10-15,04:34:04,2CSH10196_0071,TFV4,51,32.30399995
2021-10-15,07:39:17,2CSH10196_0071,TFV5,184,53.21200042
2021-10-15,09:06:41,2CSH10196_0071,TFV6,74,16.72399992
2021-10-15,09:49:18,2CSH10196_0071,TFVI3,25,20.91999999
2021-10-15,11:36:43,2CSH10196_0071,TFV7,105,46.11999988
2021-10-17,10:04:16,2CSH10196_0071,TFV8,80,3.123999914
2021-10-17,10:49:42,2CSH10196_0071,TFVI4,30,6.535999985
2021-10-17,12:44:09,2CSH10196_0071,TFV9,85,16.29199991
2021-10-17,14:28:59,2CSH10196_0071,TFV10,80,19.07199991
2021-10-17,17:32:41,2CSH10196_0071,TFV11,172,30.46000027
2021-10-17,17:43:46,2CSH10196_0071,TFV12,9,25.68
2021-10-17,18:17:41,2CSH10196_0071,TFVI5,26,53.59999999
2021-10-17,18:49:09,2CSH10196_0071,TFVI5,27,54.52399999
2021-10-17,18:50:27,2CSH10196_0071,CANCEL,0,0.484
2021-10-17,18:50:35,2CSH10196_0071,CANCEL,0,0.464
2021-10-17,19:16:11,2CSH10196_0071,TFV1,7,48.66
2021-10-17,19:59:22,2CSH10196_0071,RAW,22,13.508
2021-10-17,20:34:18,2CSH10196_0071,MEAS,6,0.07200000026
2021-10-17,21:41:20,2CSH10196_0071,TFV2,66,38.49599993
2021-10-17,23:44:36,2CSH10196_0071,TFV3,122,52.80399985
2021-10-18,00:40:22,2CSH10196_0071,TFVI2,12,47.42
2021-10-18,00:56:32,2CSH10196_0071,ADD,0,0.448
2021-10-18,01:48:38,2CSH10196_0071,TFV4,51,32.28799995
2021-10-18,04:54:51,2CSH10196_0071,TFV5,184,53.23200042
2021-10-18,06:34:46,2CSH10196_0071,TFV6,74,22.99999992
2021-10-18,08:00:41,2CSH10196_0071,TFVI3,25,20.59999999
2021-10-18,14:07:12,2CSH10196_0071,TFV7,105,47.75199988
